mod,name,display_name,answered_qs,positive_qs,final_candidate_count,hit,finished,exact_result,final_candidates
TOH,Terrorist,テロリスト,13,3,1,True,True,True,Terrorist
TOH,LastImpostor,ラストインポスター,60,2,47,True,True,True,Arsonist|Egoist|Executioner|Jester|Opportunist|PlagueDoctor|SchrodingerCat|Terrorist|Lovers|BountyHunter|EvilHacker|EvilTracker|FireWorks|Insider|Mare|Neko-Kabocha|Penguin|Puppeteer|SerialKiller|ShapeMaster|Sniper|Stealth|TimeThief|Vampire|Warlock|Witch|Mafia|Madmate|MadGuardian|MadSnitch|SidekickMadmate|Bait|Dictator|Doctor|Lighter|Mayor|SabotageMaster|Seer|Sheriff|Snitch|SpeedBooster|Trapper|TimeManager|Jackal|LastImpostor|Watcher|Workhorse
TOH,Lovers,恋人,11,5,1,True,True,True,Lovers
TOH,Watcher,ウォッチャー,24,5,1,True,True,True,Watcher
TOH,Workhorse,ワークホース,24,4,1,True,True,True,Workhorse
SNR,SNR_Kani,カニ,15,7,1,True,True,True,SNR_Kani
SNR,SNR_Nuun,ぬーん,16,6,1,True,True,True,SNR_Nuun
SNR,SNR_EvilGambler,イビルギャンブラー,36,4,1,True,True,True,SNR_EvilGambler
SNR,SNR_EvilGuesser,イビルゲッサー,16,4,2,True,True,False,SNR_EvilGuesser|SNR_NiceGuesser
SNR,SNR_EvilScientist,イビルサイエンティスト,15,4,1,True,True,True,SNR_EvilScientist
SNR,SNR_EvilSeer,イビルシーア,14,8,1,True,True,True,SNR_EvilSeer
SNR,SNR_EvilSpeedBooster,イビルスピードブースター,21,7,1,True,True,True,SNR_EvilSpeedBooster
SNR,SNR_EvilDoor,イビルドアー,16,7,1,True,True,True,SNR_EvilDoor
SNR,SNR_EvilNekomata,イビル猫又,17,6,1,True,True,True,SNR_EvilNekomata
SNR,SNR_EvilMechanic,イビルメカニック,15,8,1,True,True,True,SNR_EvilMechanic
SNR,SNR_EvilHacker,イビルハッカー,13,9,1,True,True,True,SNR_EvilHacker
SNR,SNR_EvilButtoner,イビルボタナー,12,8,1,True,True,True,SNR_EvilButtoner
SNR,SNR_Camouflager,カモフラージャー,15,4,1,True,True,True,SNR_Camouflager
SNR,SNR_SideKiller,サイドキラー,18,6,1,True,True,True,SNR_SideKiller
SNR,SNR_MadKiller,マッドキラー,14,5,1,True,True,True,SNR_MadKiller
SNR,SNR_ShiftActor,シフトアクター,13,9,1,True,True,True,SNR_ShiftActor
SNR,SNR_SerialKiller,シリアルキラー,13,5,1,True,True,True,SNR_SerialKiller
SNR,SNR_SuicideWisher,スーサイドウィッシャー,13,8,1,True,True,True,SNR_SuicideWisher
SNR,SNR_DarkKiller,ダークキラー,20,6,1,True,True,True,SNR_DarkKiller
SNR,SNR_DoubleKiller,ダブルキラー,23,5,1,True,True,True,SNR_DoubleKiller
SNR,SNR_DimensionWalker,ディメンションウォーカー,17,6,1,True,True,True,SNR_DimensionWalker
SNR,SNR_Teleporter,テレポーター,16,6,1,True,True,True,SNR_Teleporter
SNR,SNR_Doppelganger,ドッペルゲンガー,15,7,1,True,True,True,SNR_Doppelganger
SNR,SNR_Necromancer,ネクロマンサー,19,5,1,True,True,True,SNR_Necromancer
SNR,SNR_Revenant,レヴェナント,12,5,1,True,True,True,SNR_Revenant
SNR,SNR_NekoKabocha,ネコカボチャ,16,6,1,True,True,True,SNR_NekoKabocha
SNR,SNR_Finder,ファインダー,15,7,1,True,True,True,SNR_Finder
SNR,SNR_Penguin,ペンギン,16,6,1,True,True,True,SNR_Penguin
SNR,SNR_Banshee,バンシー,15,6,1,True,True,True,SNR_Banshee
SNR,SNR_RemoteControl,リモコン,15,7,1,True,True,True,SNR_RemoteControl
SNR,SNR_TriggerHappy,トリガーハッピー,17,5,1,True,True,True,SNR_TriggerHappy
SNR,SNR_EvilHawk,イビルホーク,14,8,1,True,True,True,SNR_EvilHawk
SNR,SNR_Mushroomer,マッシュルーマー,16,8,1,True,True,True,SNR_Mushroomer
SNR,SNR_Matryoshka,マトリョーシカ,16,8,1,True,True,True,SNR_Matryoshka
SNR,SNR_Rocket,ロケット,18,6,1,True,True,True,SNR_Rocket
SNR,SNR_Samurai,侍,15,7,1,True,True,True,SNR_Samurai
SNR,SNR_SuicideBomber,自爆魔,15,4,1,True,True,True,SNR_SuicideBomber
SNR,SNR_Tracker,追跡者,24,5,1,True,True,True,SNR_Tracker
SNR,SNR_Pusher,突き落と師,16,6,1,True,True,True,SNR_Pusher
SNR,SNR_WaveCannon,波動砲,15,5,1,True,True,True,SNR_WaveCannon
SNR,SNR_Magician,魔術師,18,5,1,True,True,True,SNR_Magician
SNR,SNR_NiceGuesser,ナイスゲッサー,14,4,2,True,True,False,SNR_NiceGuesser|SNR_EvilGuesser
SNR,SNR_Santa,サンタ,18,5,1,True,True,True,SNR_Santa
SNR,SNR_Seer,シーア,18,5,1,True,True,True,SNR_Seer
SNR,SNR_Sheriff,シェリフ,13,6,1,True,True,True,SNR_Sheriff
SNR,SNR_JumpDancer,ジャンプダンサー,14,5,1,True,True,True,SNR_JumpDancer
SNR,SNR_Star,スター,57,3,1,True,True,True,SNR_Star
SNR,SNR_Stuntman,スタントマン,21,5,1,True,True,True,SNR_Stuntman
SNR,SNR_Spy,スパイ,60,3,58,True,True,True,SNR_JumpDancer|SNR_Stuntman|SNR_Spy|SNR_SpeedBooster|SNR_TaskMaster|SNR_DataHacker|SNR_Door|SNR_ToiletFan|SNR_NiceScientist|SNR_NiceNekomata|SNR_NiceHawk|SNR_NiceButtoner|SNR_NiceMechanic|SNR_Busker|SNR_HamburgerShop|SNR_Pteranodon|SNR_BestFalseAccuser|SNR_VentTrapper|SNR_Phosphorus|SNR_BodyBuilder|SNR_Medium|SNR_Mayor|SNR_Ubiquitous|SNR_Lighter|SNR_Technician|SNR_Sage|SNR_Clergyman|SNR_VillageChief|SNR_ClinicalLaboratoryTechnician|SNR_GhostCrewmateLantern|SNR_RemoteSheriff|SNR_SilverBullet|SNR_Psychometrist|SNR_Ika|SNR_Moving|SNR_EvilSeer|SNR_EvilSpeedBooster|SNR_EvilHacker|SNR_EvilButtoner|SNR_ShiftActor|SNR_SuicideWisher|SNR_Teleporter|SNR_Revenant|SNR_NekoKabocha|SNR_Finder|SNR_EvilHawk|SNR_Matryoshka|SNR_GhostImpostorMirage|SNR_Tasker|SNR_Slugger|SNR_Teruteru|SNR_God|SNR_Safecracker|SNR_Worker|SNR_ThreeLittlePigs|SNR_Madmate|SNR_MadHawk|SNR_MadTeruteru
SNR,SNR_SpeedBooster,スピードブースター,25,3,1,True,True,True,SNR_SpeedBooster
SNR,SNR_TaskMaster,タスクマスター,49,4,1,True,True,True,SNR_TaskMaster
SNR,SNR_DataHacker,データハッカー,16,5,1,True,True,True,SNR_DataHacker
SNR,SNR_Door,ドアー,18,5,1,True,True,True,SNR_Door
SNR,SNR_ToiletFan,トイレファン,19,4,1,True,True,True,SNR_ToiletFan
SNR,SNR_NiceScientist,ナイスサイエンティスト,13,6,1,True,True,True,SNR_NiceScientist
SNR,SNR_NiceTeleporter,ナイステレポーター,28,4,1,True,True,True,SNR_NiceTeleporter
SNR,SNR_NiceNekomata,ナイス猫又,35,4,1,True,True,True,SNR_NiceNekomata
SNR,SNR_NiceHawk,ナイスホーク,15,5,1,True,True,True,SNR_NiceHawk
SNR,SNR_NiceButtoner,ナイスボタナー,14,6,1,True,True,True,SNR_NiceButtoner
SNR,SNR_NiceMechanic,ナイスメカニック,18,6,1,True,True,True,SNR_NiceMechanic
SNR,SNR_Busker,バスカー,13,7,1,True,True,True,SNR_Busker
SNR,SNR_HamburgerShop,ハンバーガー屋,60,3,27,True,True,True,SNR_JumpDancer|SNR_Stuntman|SNR_Spy|SNR_SpeedBooster|SNR_DataHacker|SNR_Door|SNR_NiceScientist|SNR_NiceHawk|SNR_NiceButtoner|SNR_Busker|SNR_HamburgerShop|SNR_Pteranodon|SNR_BestFalseAccuser|SNR_BodyBuilder|SNR_Medium|SNR_Mayor|SNR_Lighter|SNR_Technician|SNR_Clergyman|SNR_ClinicalLaboratoryTechnician|SNR_GhostCrewmateLantern|SNR_Moving|SNR_Revenant|SNR_GhostImpostorMirage|SNR_Safecracker|SNR_Worker|SNR_ThreeLittlePigs
SNR,SNR_Bakery,パン屋,37,4,1,True,True,True,SNR_Bakery
SNR,SNR_Pteranodon,プテラノドン,26,5,1,True,True,True,SNR_Pteranodon
SNR,SNR_Bait,ベイト,24,4,1,True,True,True,SNR_Bait
SNR,SNR_BestFalseAccuser,ベスト冤罪ヤー,60,3,30,True,True,True,SNR_JumpDancer|SNR_Stuntman|SNR_Spy|SNR_SpeedBooster|SNR_DataHacker|SNR_Door|SNR_ToiletFan|SNR_NiceScientist|SNR_NiceNekomata|SNR_NiceButtoner|SNR_NiceMechanic|SNR_Busker|SNR_HamburgerShop|SNR_Pteranodon|SNR_BestFalseAccuser|SNR_Medium|SNR_Mayor|SNR_Lighter|SNR_Technician|SNR_Clergyman|SNR_ClinicalLaboratoryTechnician|SNR_GhostCrewmateLantern|SNR_Moving|SNR_Revenant|SNR_GhostImpostorMirage|SNR_God|SNR_Safecracker|SNR_Worker|SNR_ThreeLittlePigs|SNR_Madmate
SNR,SNR_VentTrapper,ベントトラッパー,18,6,1,True,True,True,SNR_VentTrapper
SNR,SNR_Phosphorus,ホスフォラス,11,6,1,True,True,True,SNR_Phosphorus
SNR,SNR_BodyBuilder,ボディービルダー,42,4,1,True,True,True,SNR_BodyBuilder
SNR,SNR_Medium,ミーディアム,26,4,1,True,True,True,SNR_Medium
SNR,SNR_MeetingSheriff,ミーティングシェリフ,19,5,1,True,True,True,SNR_MeetingSheriff
SNR,SNR_Mayor,メイヤー,15,4,1,True,True,True,SNR_Mayor
SNR,SNR_Ubiquitous,ユビキタス,15,5,1,True,True,True,SNR_Ubiquitous
SNR,SNR_Lighter,ライター,21,4,1,True,True,True,SNR_Lighter
SNR,SNR_Technician,技術者,26,6,1,True,True,True,SNR_Technician
SNR,SNR_Sage,賢者,25,4,1,True,True,True,SNR_Sage
SNR,SNR_HomeSecurityGuard,自宅警備員,60,2,84,True,True,True,SNR_NiceGuesser|SNR_Santa|SNR_Seer|SNR_Sheriff|SNR_JumpDancer|SNR_Star|SNR_Stuntman|SNR_Spy|SNR_SpeedBooster|SNR_TaskMaster|SNR_DataHacker|SNR_Door|SNR_ToiletFan|SNR_NiceScientist|SNR_NiceTeleporter|SNR_NiceNekomata|SNR_NiceHawk|SNR_NiceButtoner|SNR_Busker|SNR_HamburgerShop|SNR_Bakery|SNR_Pteranodon|SNR_Bait|SNR_BestFalseAccuser|SNR_Phosphorus|SNR_BodyBuilder|SNR_Medium|SNR_MeetingSheriff|SNR_Mayor|SNR_Ubiquitous|SNR_Lighter|SNR_Technician|SNR_Sage|SNR_HomeSecurityGuard|SNR_Clergyman|SNR_VillageChief|SNR_Tenbin|SNR_HinkoHosei|SNR_ClinicalLaboratoryTechnician|SNR_SatsumatoImo|SNR_GhostCrewmateLantern|SNR_RemoteSheriff|SNR_GhostMechanic|SNR_Psychometrist|SNR_Ika|SNR_WillMessenger|SNR_ElectionManager|SNR_Moving|SNR_NiceRedRidingHood|SNR_WolfPossessed|SNR_Teruteru|SNR_Arsonist|SNR_Vulture|SNR_Opportunist|SNR_Cupid|SNR_SchrodingerCat|SNR_Spelunker|SNR_PavlovDog|SNR_BlackHatHacker|SNR_Freeter|SNR_Maguro|SNR_FalseAccuser|SNR_Onmyoji|SNR_Shikigami|SNR_God|SNR_Safecracker|SNR_Hitman|SNR_Worker|SNR_TrueLover|SNR_Bomber|SNR_Amnesiac|SNR_Lovers|SNR_Moira|SNR_Sauna|SNR_ThreeLittlePigs|SNR_Frankenstein|SNR_MadKiller|SNR_Madmate|SNR_BlackCat|SNR_Worshiper|SNR_Baketanuki|SNR_MadHawk|SNR_BlackSanta|SNR_MadTeruteru
SNR,SNR_Clergyman,聖職者,15,4,1,True,True,True,SNR_Clergyman
SNR,SNR_VillageChief,村長,15,6,1,True,True,True,SNR_VillageChief
SNR,SNR_Tenbin,天秤,28,4,1,True,True,True,SNR_Tenbin
SNR,SNR_HinkoHosei,品行方正,38,4,1,True,True,True,SNR_HinkoHosei
SNR,SNR_ClinicalLaboratoryTechnician,臨床検査技師,18,5,1,True,True,True,SNR_ClinicalLaboratoryTechnician
SNR,SNR_Madmate,マッドメイト,20,4,1,True,True,True,SNR_Madmate
SNR,SNR_BlackCat,黒猫,30,4,1,True,True,True,SNR_BlackCat
SNR,SNR_Worshiper,崇拝者,23,5,1,True,True,True,SNR_Worshiper
SNR,SNR_Baketanuki,化け狸,29,4,1,True,True,True,SNR_Baketanuki
SNR,SNR_MadHawk,マッドホーク,15,6,1,True,True,True,SNR_MadHawk
SNR,SNR_BlackSanta,ブラックサンタ,12,5,1,True,True,True,SNR_BlackSanta
SNR,SNR_SatsumatoImo,さつまといも,25,4,1,True,True,True,SNR_SatsumatoImo
SNR,SNR_Jackal,ジャッカル,13,6,1,True,True,True,SNR_Jackal
SNR,SNR_Sidekick,サイドキック,13,5,1,True,True,True,SNR_Sidekick
SNR,SNR_WaveCannonJackal,波動砲ジャッカル,12,5,1,True,True,True,SNR_WaveCannonJackal
SNR,SNR_WaveCannonSidekick,波動砲サイドキック,31,4,1,True,True,True,SNR_WaveCannonSidekick
SNR,SNR_Bullet,弾,33,4,1,True,True,True,SNR_Bullet
SNR,SNR_Teruteru,てるてる,14,5,1,True,True,True,SNR_Teruteru
SNR,SNR_Arsonist,アーソニスト,14,5,1,True,True,True,SNR_Arsonist
SNR,SNR_Vulture,ヴァルチャー,19,4,1,True,True,True,SNR_Vulture
SNR,SNR_Opportunist,オポチュニスト,33,3,1,True,True,True,SNR_Opportunist
SNR,SNR_Cupid,キューピット,12,6,1,True,True,True,SNR_Cupid
SNR,SNR_SchrodingerCat,シュレディンガーの猫,17,4,1,True,True,True,SNR_SchrodingerCat
SNR,SNR_Spelunker,スペランカー,13,4,1,True,True,True,SNR_Spelunker
SNR,SNR_PavlovDog,パブロフの犬,12,6,1,True,True,True,SNR_PavlovDog
SNR,SNR_BlackHatHacker,ブラックハットハッカー,15,5,1,True,True,True,SNR_BlackHatHacker
SNR,SNR_Freeter,フリーター,17,4,1,True,True,True,SNR_Freeter
SNR,SNR_Maguro,マグロ,13,4,1,True,True,True,SNR_Maguro
SNR,SNR_FalseAccuser,冤罪師,16,4,1,True,True,True,SNR_FalseAccuser
SNR,SNR_Onmyoji,陰陽師,13,6,1,True,True,True,SNR_Onmyoji
SNR,SNR_Shikigami,式神,20,5,1,True,True,True,SNR_Shikigami
SNR,SNR_God,神,23,4,1,True,True,True,SNR_God
SNR,SNR_Safecracker,金庫破り,17,4,1,True,True,True,SNR_Safecracker
SNR,SNR_Hitman,殺し屋,16,5,1,True,True,True,SNR_Hitman
SNR,SNR_Worker,仕事人,21,3,1,True,True,True,SNR_Worker
SNR,SNR_TrueLover,純愛者,17,5,1,True,True,True,SNR_TrueLover
SNR,SNR_Bomber,爆ぜ師,15,5,1,True,True,True,SNR_Bomber
SNR,SNR_Amnesiac,忘却者,23,4,1,True,True,True,SNR_Amnesiac
SNR,SNR_GhostImpostorMirage,ミラージュ,15,5,1,True,True,True,SNR_GhostImpostorMirage
SNR,SNR_GhostCrewmateLantern,カンテラ,23,5,1,True,True,True,SNR_GhostCrewmateLantern
SNR,SNR_ModifierJumbo,ジャンボ,45,4,1,True,True,True,SNR_ModifierJumbo
SNR,SNR_ModifierGuesser,モディファイアゲッサー,30,5,1,True,True,True,SNR_ModifierGuesser
SNR,SNR_ModifierSpelunker,モディファイアスペランカー,54,4,1,True,True,True,SNR_ModifierSpelunker
SNR,SNR_ModifierHawk,モディファイアホーク,19,4,1,True,True,True,SNR_ModifierHawk
SNR,SNR_Lovers,ラバーズ,15,5,1,True,True,True,SNR_Lovers
SNR,SNR_Ruler,ルーラー,18,5,1,True,True,True,SNR_Ruler
ExR,ExR_Sheriff,シェリフ,15,5,1,True,True,True,ExR_Sheriff
ExR,ExR_Maintainer,メンテナー,23,3,1,True,True,True,ExR_Maintainer
ExR,ExR_Neet,ニート,20,3,1,True,True,True,ExR_Neet
ExR,ExR_Watchdog,ウォッチドッグ,24,5,1,True,True,True,ExR_Watchdog
ExR,ExR_Supervisor,スーパーバイザー,20,6,1,True,True,True,ExR_Supervisor
ExR,ExR_Bodyguard,ボディーガード,12,5,1,True,True,True,ExR_Bodyguard
ExR,ExR_Whisper,ウィスパー,11,5,1,True,True,True,ExR_Whisper
ExR,ExR_TimeMaster,タイムマスター,18,4,1,True,True,True,ExR_TimeMaster
ExR,ExR_Agency,エージェンシー,14,5,1,True,True,True,ExR_Agency
ExR,ExR_Bakery,パン屋,20,3,1,True,True,True,ExR_Bakery
ExR,ExR_CurseMaker,カースメーカー,12,6,1,True,True,True,ExR_CurseMaker
ExR,ExR_Fencer,フェンサー,18,5,1,True,True,True,ExR_Fencer
ExR,ExR_Opener,オープナー,23,4,1,True,True,True,ExR_Opener
ExR,ExR_Carpenter,カーペンター,20,4,1,True,True,True,ExR_Carpenter
ExR,ExR_Survivor,サバイバー,28,3,1,True,True,True,ExR_Survivor
ExR,ExR_Captain,キャプテン,11,5,1,True,True,True,ExR_Captain
ExR,ExR_Photographer,フォトグラファー,22,7,1,True,True,True,ExR_Photographer
ExR,ExR_Delusioner,デリュージョナー,11,6,1,True,True,True,ExR_Delusioner
ExR,ExR_Resurrecter,リザレクター,21,4,1,True,True,True,ExR_Resurrecter
ExR,ExR_Gambler,ギャンブラー,14,4,1,True,True,True,ExR_Gambler
ExR,ExR_Teleporter,テレポーター,20,3,1,True,True,True,ExR_Teleporter
ExR,ExR_Moderator,モデレーター,25,3,1,True,True,True,ExR_Moderator
ExR,ExR_Psychic,サイキック,13,6,1,True,True,True,ExR_Psychic
ExR,ExR_Bait,ベイト,20,4,1,True,True,True,ExR_Bait
ExR,ExR_Jailer,ジェイラー,19,5,1,True,True,True,ExR_Jailer
ExR,ExR_Summoner,サモナー,14,5,1,True,True,True,ExR_Summoner
ExR,ExR_Exorcist,エクソシスト,11,7,1,True,True,True,ExR_Exorcist
ExR,ExR_Lower,ロウワー,25,3,1,True,True,True,ExR_Lower
ExR,ExR_CEO,C.E.O,13,5,1,True,True,True,ExR_CEO
ExR,ExR_Echo,エコー,12,5,1,True,True,True,ExR_Echo
ExR,ExR_SpecialImpostor,スペシャルインポスター,14,6,1,True,True,True,ExR_SpecialImpostor
ExR,ExR_Merlin,マーリン,14,4,1,True,True,True,ExR_Merlin
ExR,ExR_Hero,ヒーロー,14,4,1,True,True,True,ExR_Hero
ExR,ExR_Investigator,捜査官,11,5,2,True,True,False,ExR_Investigator|ExR_ApprenticeInvestigator
ExR,ExR_Assistant,助手,11,5,1,True,True,True,ExR_Assistant
ExR,ExR_ApprenticeInvestigator,見習い捜査官,12,5,2,True,True,False,ExR_Investigator|ExR_ApprenticeInvestigator
ExR,ExR_Buddies,バディーズ,15,3,1,True,True,True,ExR_Buddies
ExR,ExR_Lovers,ラバーズ,13,4,1,True,True,True,ExR_Lovers
ExR,ExR_Supporter,サポーター,21,4,1,True,True,True,ExR_Supporter
ExR,ExR_Guesser,ゲッサー,12,5,1,True,True,True,ExR_Guesser
ExR,ExR_Mover,ムーバー,40,4,1,True,True,True,ExR_Mover
ExR,ExR_Accelerator,アクセラレーター,46,3,1,True,True,True,ExR_Accelerator
ExR,ExR_Skater,スケーター,55,3,1,True,True,True,ExR_Skater
ExR,ExR_Barter,バーター,11,4,1,True,True,True,ExR_Barter
ExR,ExR_Evolver,エボルバー,18,5,1,True,True,True,ExR_Evolver
ExR,ExR_Carrier,キャリアー,19,5,1,True,True,True,ExR_Carrier
ExR,ExR_PsychoKiller,サイコキラー,29,5,1,True,True,True,ExR_PsychoKiller
ExR,ExR_BountyHunter,バウンティーハンター,11,7,1,True,True,True,ExR_BountyHunter
ExR,ExR_Painter,ペインター,13,4,1,True,True,True,ExR_Painter
ExR,ExR_Faker,フェイカー,11,5,1,True,True,True,ExR_Faker
ExR,ExR_Overloader,オーバーローダー,14,6,1,True,True,True,ExR_Overloader
ExR,ExR_Cracker,クラッカー,19,4,1,True,True,True,ExR_Cracker
ExR,ExR_Bomber,ボマー,14,6,1,True,True,True,ExR_Bomber
ExR,ExR_Merry,メリー,19,4,1,True,True,True,ExR_Merry
ExR,ExR_SlaveDriver,スレイヴドライバー,25,7,1,True,True,True,ExR_SlaveDriver
ExR,ExR_Sandworm,サンドワーム,11,5,1,True,True,True,ExR_Sandworm
ExR,ExR_Smasher,スマッシャー,22,3,1,True,True,True,ExR_Smasher
ExR,ExR_AssaultMaster,アサルトマスター,16,5,1,True,True,True,ExR_AssaultMaster
ExR,ExR_Shooter,シューター,10,6,1,True,True,True,ExR_Shooter
ExR,ExR_LastWolf,ラストウルフ,16,5,1,True,True,True,ExR_LastWolf
ExR,ExR_Commander,コマンダー,26,5,1,True,True,True,ExR_Commander
ExR,ExR_Hypnotist,ヒプノティスト,15,7,1,True,True,True,ExR_Hypnotist
ExR,ExR_UnderWarper,アンダーワーパー,15,4,1,True,True,True,ExR_UnderWarper
ExR,ExR_Magician,マジシャン,16,6,1,True,True,True,ExR_Magician
ExR,ExR_Zombie,ゾンビ,14,5,1,True,True,True,ExR_Zombie
ExR,ExR_Slime,スライム,12,5,1,True,True,True,ExR_Slime
ExR,ExR_Thief,シーフ,20,4,1,True,True,True,ExR_Thief
ExR,ExR_Crewshroom,クルーシュルーム,18,5,1,True,True,True,ExR_Crewshroom
ExR,ExR_Terrorist,テロリスト,15,6,1,True,True,True,ExR_Terrorist
ExR,ExR_Raider,レイダー,15,6,1,True,True,True,ExR_Raider
ExR,ExR_Glitch,グリッチ,13,5,1,True,True,True,ExR_Glitch
ExR,ExR_Hijacker,ハイジャッカー,17,6,1,True,True,True,ExR_Hijacker
ExR,ExR_TimeBreaker,タイムブレーカー,22,4,1,True,True,True,ExR_TimeBreaker
ExR,ExR_Scavenger,スカベンジャー,12,7,1,True,True,True,ExR_Scavenger
ExR,ExR_Boxer,ボクサー,12,6,1,True,True,True,ExR_Boxer
ExR,ExR_Regislater,レジスレイター,15,6,1,True,True,True,ExR_Regislater
ExR,ExR_Assassin,アサシン,14,5,1,True,True,True,ExR_Assassin
ExR,ExR_Shares,シェアーズ,10,3,1,True,True,True,ExR_Shares
ExR,ExR_Villain,ヴィラン,13,5,1,True,True,True,ExR_Villain
ExR,ExR_Alice,アリス,12,7,1,True,True,True,ExR_Alice
ExR,ExR_Jackal,ジャッカル,12,5,1,True,True,True,ExR_Jackal
ExR,ExR_Sidekick,サイドキック,18,5,1,True,True,True,ExR_Sidekick
ExR,ExR_TaskMaster,タスクマスター,13,5,1,True,True,True,ExR_TaskMaster
ExR,ExR_Missionary,ミッショナリー,15,5,1,True,True,True,ExR_Missionary
ExR,ExR_Jester,ジェスター,13,4,1,True,True,True,ExR_Jester
ExR,ExR_Yandere,ヤンデレ,12,6,1,True,True,True,ExR_Yandere
ExR,ExR_Youko,妖狐,27,4,1,True,True,True,ExR_Youko
ExR,ExR_Miner,マイナー,16,5,1,True,True,True,ExR_Miner
ExR,ExR_Eater,イーター,11,5,1,True,True,True,ExR_Eater
ExR,ExR_Queen,クイーン,10,8,1,True,True,True,ExR_Queen
ExR,ExR_Servant,サーヴァント,13,6,1,True,True,True,ExR_Servant
ExR,ExR_Totocalcio,トトカルチョ,13,4,1,True,True,True,ExR_Totocalcio
ExR,ExR_Madmate,マッドメイト,9,4,1,True,True,True,ExR_Madmate
ExR,ExR_Umbrella,アンブレイヤー,21,4,1,True,True,True,ExR_Umbrella
